id,model,score
10026,PG,1.2566949898372461
6566,BERT,0.5891056248103783
11910,PG,-0.951906355754482
7607,PG,-0.7174242904208117
12092,PG,1.545437603413145
344,BERT,0.6968327298774463
917,BERT,-0.3956757897697609
7801,PG,0.16531685260536869
10630,PG,-1.457594141330145
10630,BERT,-1.1759806790685512
11915,BERT,1.1181376512409373
7249,BERT,0.3793212687577929
1983,BERT,0.6060655804172533
7192,PG,-0.5668742166139934
11837,PG,0.9269412248136231
2847,BERT,0.7629238501517149
11272,PG,-0.5430531016778479
11208,BERT,-0.45400373818440104
9274,BERT,0.8640219038647424
8777,BERT,0.11876058046090436
11260,PG,0.16638956899189472
11495,BERT,0.9015767658571577
7391,BERT,-0.5240417446232007
12310,PG,-0.4826081283194436
8200,BERT,0.666682968651558
6576,PG,-0.1398459945170782
2659,PG,-1.613551361107592
6880,BERT,0.23734159956929216
11208,PG,-0.4706063711445638
2768,PG,0.40581984821984607
4663,PG,-0.29650691247689237
7225,BERT,0.6785335097590263
5521,PG,-0.3319110578221435
3974,BERT,0.04270911992181409
654,PG,0.33275079269868457
5034,PG,-0.08194253802899627
10544,PG,-0.26166646351737155
745,BERT,0.35866399567984714
5570,BERT,-1.0707411629332602
1337,PG,-0.1841689470868276
951,BERT,-1.2778083304360364
7445,PG,0.8909271506025614
12719,BERT,-1.1816028305441424
8573,PG,-0.8310183167243202
5570,PG,-1.2122262928398029
4284,BERT,-0.08471439515785788
1337,BERT,0.267520031138564
6566,PG,0.6919711562846335
3236,BERT,-1.3191407863017675
7812,BERT,-0.609942320352668
6476,PG,-0.24768424336171302
1901,BERT,1.600739003414927
9781,BERT,-0.8390646655381312
728,BERT,1.2303271133869185
3269,PG,-1.3287440713407674
11190,BERT,1.091799219587997
10186,BERT,1.4014751043991034
6111,BERT,0.2088229055776075
12503,BERT,-0.2715885260884261
8822,BERT,1.7058398896982307
7796,BERT,-0.36210691172791315
5801,PG,-0.010975234992434482
10632,BERT,-0.8903660771524899
402,PG,0.17793035632715903
3974,PG,-0.6286062220180519
6169,BERT,1.6944229974805698
7321,BERT,-0.8616074557799135
12503,PG,-0.4193405795464469
4472,PG,-0.877130581021773
12619,BERT,0.11142614017015225
12733,PG,1.506575990682407
11564,BERT,-0.8872691152064687
5749,BERT,-0.26974059566969794
641,PG,0.7755728466443994
5899,PG,-0.7060094939827347
11605,PG,0.30444488154950966
3672,BERT,1.6010812313528897
10909,BERT,0.996333519051236
145,PG,-1.2227363814681331
860,PG,-0.4188689801464902
8784,BERT,-0.3335611468313056
1271,PG,-0.14761330419629445
1271,BERT,-0.6699452101510918
521,PG,0.5148346785894545
641,BERT,1.246585928249127
263,BERT,-0.708729904750726
9644,PG,-1.0603067791443694
4001,BERT,0.32612018817642413
6115,BERT,-0.6763000934628982
5749,PG,0.09788756353973678
6576,BERT,1.466155710301825
344,PG,-0.17820394301655426
9058,PG,-0.8940760206939706
8557,PG,-0.9496093932529925
3236,PG,-0.8308428916678773
7225,PG,0.4661928782250812
860,BERT,1.1532253551452545
5650,BERT,1.1709843930513248
402,BERT,0.2770463481102037
8625,PG,-0.36567062400371025
9058,BERT,-0.6698669085739081
3427,BERT,-0.5676504308151693
5869,BERT,0.11565956610939304
11312,PG,1.2857701598113362
12497,BERT,0.49119383623555274
6115,PG,-0.49714130889243147
145,BERT,-1.5545309225852975
10013,PG,0.2528929852841286
3427,PG,-0.5265304103247472
11910,BERT,0.3075624076850673
12699,PG,-0.8722024014148492
5869,PG,-0.222993639159171
1983,PG,0.7618772467809247
4770,PG,-0.6335295434820273
1348,PG,-0.5265304103247472
7088,BERT,-0.273753896651365
7321,PG,0.28430123287819015
2847,PG,-1.1368154428331696
6169,PG,0.9653055909503988
4770,BERT,-0.3027004689403103
9267,PG,-0.49585698547402224
8557,BERT,-1.2866720031069805
5801,BERT,-0.7236993238765504
6052,PG,0.6027759752146543
5730,PG,-0.06725339467144263
6738,PG,-0.36567062400371025
5034,BERT,0.2989670048451545
5730,BERT,-1.0405306664550222
9850,BERT,-1.0405306664550222
11736,BERT,-0.7765655706443787
11042,PG,1.1845971533695867
6077,PG,0.25941304730877857
6052,BERT,1.7042988326587174
7886,BERT,0.357769067397026
263,PG,-0.3347143232220691
6653,PG,-0.07193392288629903
11915,PG,0.2020965557236619
9946,BERT,-0.9959329642816082
9781,PG,0.07115955294357597
11272,BERT,-0.545641105738775
8543,PG,0.1812099423651191
11495,PG,2.1083771456243765
10026,BERT,1.581500546862032
12699,BERT,-1.0059316867486856
2267,PG,-0.3690691408484889
10544,BERT,-0.31101409367177085
1901,PG,2.1083771456243765
4036,PG,0.4443525300836147
5014,BERT,0.24837454358452682
728,PG,0.1450042711636916
1332,PG,-0.408380330458741
7707,BERT,-0.8549972390344447
12419,PG,0.11299137906238665
312,PG,-0.5895819334903629
1897,PG,-0.588783964532552
3269,BERT,-0.8849934064356773
3112,PG,-0.6750202346270501
8191,PG,1.090429746817585
10098,PG,2.1083771456243765
1678,PG,0.5591365969714497
3144,PG,0.4066222835983497
6219,PG,-0.6884368364696153
1208,BERT,-0.2050663613499013
2659,BERT,-1.0159304092157633
6585,PG,0.2800787626688785
6653,BERT,1.1606280482627067
9644,BERT,-1.0571810413840177
6585,BERT,-0.443871157726393
2768,BERT,2.0978514421156365
5899,BERT,-0.3718816795741166
4663,BERT,-0.6784161222354895
8562,PG,-1.0359278541499182
11333,PG,-1.2252993178406582
11837,BERT,2.1083771456243765
5788,BERT,-0.9843532986895437
7260,BERT,0.11070582137842133
11356,BERT,-0.1601499311231864
2267,BERT,1.4432780864313781
12497,PG,-0.517661663037615
521,BERT,-0.061046031994833744
8543,BERT,1.8411329782723351
11736,PG,-0.13909852410570675
4284,PG,-0.539928102290221
7886,PG,-0.013980012734776873
3112,BERT,1.363599305192592
7812,PG,0.04669671578034307
7088,PG,0.10033247776738648
11190,PG,0.8142521949811474
7192,BERT,-0.2557412426067722
12719,PG,-1.2314281426891245
12650,BERT,-0.40641656275587895
7445,BERT,0.9517477576437933
11042,BERT,1.8668659034587847
11333,BERT,-1.2314281426891245
12310,BERT,-1.0088653719080538
10363,PG,-0.4257474039371354
337,PG,0.40511102766510204
1678,BERT,1.8668659034587847
5014,PG,-0.20272950820496397
7391,PG,-1.4064283857451862
1897,BERT,-0.2835880780208722
8822,PG,1.4269515720003678
10013,BERT,1.1931502228324142
6738,BERT,0.30573609624366654
11605,BERT,-1.26130326085058
7707,PG,-0.6109291209213018
7249,PG,0.4819124420450449
4872,PG,-0.29095119746846426
6219,BERT,-0.6109291209213018
9267,BERT,-0.49434917121619976
5788,PG,-0.9675473408442296
12092,BERT,0.5794860632534212
9850,PG,-0.695922606790811
7796,PG,-1.081427934355357
6077,BERT,-0.17416169499664869
1332,BERT,-0.49935427698067714
7801,BERT,-0.18441630123241456
4472,BERT,-0.8784618575986576
312,BERT,0.09016202787806077
9946,PG,-0.7282457007693722
12419,BERT,-0.39779259427527647
10186,PG,1.84186586873649
4492,PG,-0.07020076093923153
7469,PG,-0.7384161506586979
5650,PG,1.6253664880611833
8191,BERT,-1.1370288794960055
337,BERT,0.2054701713404522
745,PG,-0.47068311423731357
8784,PG,-1.166402216354383
3053,PG,0.7843955615381176
9836,BERT,-0.3646808832206647
10098,BERT,1.7897857459723976
12393,PG,0.9856647731938369
3053,BERT,0.6366358537155112
10909,PG,-0.6086517097737939
12650,PG,0.22389356764942892
9274,PG,-1.1844477905648076
917,PG,-0.34350599960358835
4036,BERT,1.7396153475954954
5521,BERT,-0.44161051048145855
7469,BERT,1.639274550841692
654,BERT,0.28233950826366166
10632,PG,-0.598216970656559
11260,BERT,1.192870790247305
4492,BERT,-1.1593625913763568
6476,BERT,0.3615100936804729
12393,BERT,0.23622147707183186
7260,PG,0.009081387782854796
8777,PG,0.5776397832991471
8573,BERT,-0.44185990718106744
8200,PG,-0.40295230883445027
11356,PG,0.15726558182684316
3672,PG,1.7897857459723976
11312,BERT,0.9970485445247873
3144,BERT,-0.2029793047756198
951,PG,-1.3419986106735398
1348,BERT,-1.0586999812069982
4872,BERT,-0.16871658588444946
7607,BERT,0.33070277926609576
12619,PG,-0.6768466020480887
6111,PG,-0.12969418835364346
11564,PG,-0.54650992191783
1208,PG,-0.43346806592315473
12733,BERT,1.6224438135775394
8625,BERT,-1.0391177566347465
8562,BERT,-0.8992906973208844
4001,PG,0.44145723482410265
6880,PG,-0.5010568197123205
9836,PG,0.052615567090080674
10363,BERT,-0.3534904999063256
