fnames,moverscore
11736,0.11708022760343961
4872,0.1382026350906128
10544,0.008534110978814846
5014,0.1424666080272048
12419,0.011437626270286994
7812,-0.0009543694184777074
9058,0.032067984775553726
2267,0.4567050016178097
5899,-0.008840798942241879
11564,-0.04452049107820377
10630,-0.0410659636205053
3112,0.06774539048640915
641,0.16850967950346418
3672,0.5241003898158602
11333,-0.11631116924365426
10026,0.558017643436857
1901,0.7112424605170202
3974,0.19294141436062695
8200,0.35147633512803766
1332,0.056342152687617
4492,-0.08476865517210386
1897,0.049322031162952085
11042,0.2835614980607404
860,0.3241314809056667
951,-0.13575405164350873
2847,-0.030719895061871227
5570,-0.13557924454785675
7801,0.22444829022519375
8784,0.06505628037989564
8573,-0.07796169189872315
3236,-0.05498090594126781
11605,-0.04443934339417632
9836,0.040396824605190895
1983,0.04290705723146848
6880,0.04710077306598359
9267,0.15145232490395066
728,0.23345756787756544
4472,-0.009107052490880063
7225,0.3751880951866773
6566,0.09313080126669404
11312,0.20767269939709865
9274,0.3420325702718552
7445,0.38498006874947266
9781,0.01975074440574176
10632,0.0033522938232107835
337,0.06533223287458556
6052,0.16284902853642624
10363,0.008463567557543739
7391,-0.0513281279486586
7249,0.32759784506527223
402,0.05515835458690921
5749,0.15543290966926215
5730,-0.03404950582325417
10013,0.2584986613577491
12619,-0.014947558878400713
6111,0.05408843718296552
9850,0.0871124662704178
11495,0.516752256379583
5034,0.06763587610591149
2768,0.6842172054128701
145,-0.1275204941580914
8562,0.03158245403891635
6077,0.0003884158016118633
6738,0.06523476731804145
11272,0.05290358474257206
9644,-0.007714221393772647
8777,0.08947110927447355
10098,0.35123337709433344
4284,0.02780887902221918
11260,0.20737967430744897
3053,0.2665227861309817
12733,0.7062803777034078
654,0.011899492386997501
11190,0.1951525139960869
7088,0.22330232050383336
10909,0.2008432036188169
8543,0.24660610006271544
3427,0.004648467851458005
1348,-0.027407576932581
11910,0.14759640538111496
312,0.16688442116875368
12310,0.045060257087494504
344,0.03479677092371625
7260,0.08648263579417059
4001,0.13034563842810887
6115,0.11720407153559043
1271,0.10521592990700723
2659,-0.07495345958332678
9946,-2.2167657450333778e-05
8557,0.0625309525794191
7192,0.17019608542204234
8625,-0.08946803105916201
7607,0.08108238939366152
12503,0.03247373813739396
5521,0.042594207551615915
6653,0.13442109798264745
10186,0.6876000923733101
12497,0.05068522040722312
745,0.256901926413716
11208,-0.05274840311972828
6576,0.11893817318502475
4663,0.10076277511664666
11356,0.1302765738252042
12393,0.10388218948904593
12092,0.5697953761091101
12650,0.06977000691180546
6219,0.04194473987141145
11915,0.25784755507631263
1678,0.8793195318385958
8191,-0.040217503876914806
3269,0.01950168760933002
6169,0.9583772991847741
7707,-0.01905726361408333
7469,0.23115023934405898
8822,0.7353681097322203
1208,0.04918173147428029
1337,0.226408965418063
6476,0.2116152290050497
917,0.05732690422494846
7886,0.06094760073248229
7321,-0.019091466340022567
7796,-0.033500436670031775
11837,0.7927491637410116
12719,-0.07696268894584413
6585,0.15059692495505184
5869,0.024225538516104872
12699,-0.08573485711715989
4036,0.8356175631372185
521,0.16332160888383118
263,0.15139125735606074
4770,0.07395841464882802
5788,-0.019024479815516138
3144,0.34065301700550243
5801,0.003131724422013593
5650,0.5501073989205075
